RTIID	GID	JURISID	COUNTY	NAME	YEAR	CITY	STATE	ZIP	STATEFIPS	CNTYCODE	STRATUM	FINALWT	DESIGNWT	CLASS	STATUS	CONFPOPJUNE	CONFPOPJUNE_FLAG	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEK_FLAG	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	UNCONV	UNCONV_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	OTHERFEDSPEC	OTHERFED	OTHERFED_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	OTHERHOLDTOT	OTHERHOLDTOT_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPM	ADPM_FLAG	ADPF	ADPF_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISM	ADMISM_FLAG	ADMISF	ADMISF_FLAG	ADMIS	ADMIS_FLAG	RELEASEM	RELEASEM_FLAG	RELEASEF	RELEASEF_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFM	CORRSTAFFM_FLAG	CORRSTAFFF	CORRSTAFFF_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFM	OTHERSTAFFM_FLAG	OTHERSTAFFF	OTHERSTAFFF_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG
10956388	111011011062000000000	111011011	BIBB COUNTY, JONES COUNTY	BIBB COUNTY SHERIFFS OFFICE	2016	MACON	11	31201	13	13021	1	1.05357143	1	8	1	833	0	747	0	0	0	747	0	1	0	5	0	5	0	626	0	97	0	21	0	3	0	747	0	21	0	37	0	710	0	747	0	626	0	121	0	 	0	0	747	0	207	0	535	0	5	0	0	0	0	0	0	0	0	0	 	0	0	0	0	747	0	2	0	0	0	1	0	0	0	 	0	0	720	0	0	0	0	0	24	0	0	0	747	0	15	765	0	686	0	131	0	817	0	966	0	5283	0	2055	0	7338	0	5562	0	2119	0	7681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	136	0	71	0	65	0	136	0	71	0	65	0	272	0
10956390	111014014061000000000	111014014	BROOKS COUNTY	BROOKS COUNTY SHERIFFS OFFICE	2016	QUITMAN	11	31643	13	13027	9	9.29508197	9	19	1	70	1	75	1	0	1	75	0	1	0	10	1	74	1	60	1	15	1	0	0	0	0	75	1	0	0	25	0	50	0	75	1	50	1	25	1	 	0	1	75	1	10	1	60	1	5	1	0	0	0	0	0	0	0	0	 	0	0	0	0	75	1	0	1	0	1	0	1	0	1	 	0	1	10	1	5	1	0	1	0	1	0	1	15	1	31	75	1	60	0	15	0	75	0	120	1	500	1	500	1	1000	1	500	1	500	1	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	1	0	1	24	0	12	0	12	0	0	0	0	0	0	0	24	0
10956392	111016016060100000000	111016016	BULLOCH COUNTY	BULLOCH COUNTY CORRECTIONAL INSTITUTION	2016	STATESBORO	11	30458	13	13031	7	1.30404508	1.27884614	17	1	160	1	160	1	0	0	160	0	0	0	-9	-9	0	0	160	1	0	0	0	0	0	0	160	1	0	0	160	1	0	0	160	1	160	1	0	0	 	0	0	160	1	58	0	93	0	3	0	0	0	0	0	0	0	0	0	 	0	0	6	0	160	1	1	0	0	0	0	0	0	0	 	0	0	5	0	2	0	0	0	3	0	0	0	11	0	15	165	0	161	0	0	0	161	0	170	0	358	1	0	0	358	1	160	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	0	22	0	3	0	2	0	0	0	2	0	27	0
10956393	111016016062000000000	111016016	BULLOCH COUNTY	BULLOCH COUNTY SHERIFFS OFFICE	2016	STATESBORO	11	30458	13	13031	7	1.30404508	1.27884614	17	1	398	0	367	0	0	0	367	0	1	0	11	0	12	0	303	0	55	0	9	0	0	0	367	0	9	0	156	0	211	0	367	0	156	0	132	0	Housed for United States Marshall	79	0	367	0	131	0	224	0	11	0	0	0	0	0	0	0	0	0	 	0	0	1	0	367	0	79	0	0	0	11	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	90	0	21	477	0	256	1	55	1	311	1	370	0	3490	0	1256	0	4746	0	2789	1	1195	1	3984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	43	0	19	0	24	0	10	0	5	0	5	0	53	0
10956396	111019019061000000000	111019019	CALHOUN COUNTY	CALHOUN COUNTY SHERIFFS OFFICE	2016	MORGAN	11	39866	13	13037	10	15.15689616	14.89999962	20	1	27	0	23	1	0	0	23	1	0	0	-9	-9	0	0	19	0	4	0	0	0	0	0	23	1	0	0	0	0	23	0	23	1	4	0	19	0	 	0	0	23	1	6	0	17	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	23	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	23	0	0	0	23	0	31	23	1	19	0	4	0	23	0	46	0	146	0	6	0	152	0	146	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	11	0	5	0	6	0	3	0	2	0	1	0	14	0
10956399	111022022060100000000	111022022	CARROLL COUNTY	CARROLL COUNTY PRISON	2016	CARROLLTON	11	30117	13	13045	1	1.05357143	1	8	1	246	1	246	1	0	0	246	0	0	0	-9	-9	0	0	246	0	0	0	0	0	0	0	246	1	0	0	246	0	0	0	246	1	246	0	0	0	 	0	0	246	1	100	1	140	1	6	1	0	0	0	0	0	0	0	0	 	0	0	0	0	246	1	0	0	0	0	0	0	0	0	 	0	0	246	0	0	0	0	0	0	0	0	0	246	0	30	247	0	246	1	0	0	246	0	246	1	60	1	0	0	60	1	96	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	26	0	24	0	2	0	1	0	0	0	1	0	27	0
10956400	111022022062000000000	111022022	CARROLL COUNTY	CARROLL COUNTY SHERIFF'S OFFICE	2016	CARROLLTON	11	30116	13	13045	1	1.05357143	1	8	1	545	0	514	0	0	0	514	0	1	0	1	1	6	1	431	0	76	0	7	0	0	0	514	0	7	0	63	0	451	0	514	0	449	0	58	0	housed/weekenders	7	0	514	0	335	0	173	0	6	0	0	0	0	0	0	0	0	0	 	0	0	0	0	514	0	0	1	0	1	0	1	0	1	 	0	1	6	1	0	1	0	1	2	1	1	1	9	1	2	524	1	434	1	80	1	514	1	684	0	5392	1	2072	1	7464	1	4957	1	1996	1	6953	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	107	0	97	0	10	0	84	0	46	0	38	0	191	0
10956401	111023023061000000000	111023023	CATOOSA COUNTY	CATOOSA COUNTY SHERIFFS OFFICE	2016	RINGGOLD	11	30736	13	13047	8	5.15508193	4.90361452	18	1	231	0	231	0	3	0	234	0	1	0	3	0	0	0	200	0	31	0	0	0	0	0	231	0	0	0	15	1	216	1	231	0	20	1	211	1	 	0	0	231	0	220	1	9	1	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	231	0	0	0	0	0	0	0	0	0	 	0	0	3	1	0	0	0	0	0	0	0	0	3	0	15	241	1	193	1	45	1	238	1	248	0	3312	1	250	1	3562	0	3302	1	230	1	3532	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	 	0	0	3	0	28	0	24	0	4	0	4	0	2	0	2	0	32	0
10950469	111025025063000000000	111025025	CHATHAM COUNTY	CHATHAM COUNTY ADULT DETENTION CENTER	2016	SAVANNAH	11	31405	13	13051	1	1.0546875	1	7	1	1862	0	1682	1	0	0	1682	0	1	0	9	0	2	1	1479	0	186	0	17	0	0	0	1682	1	17	1	582	1	1100	1	1682	1	1192	0	490	0	 	0	0	1682	1	452	0	1185	0	37	0	1	0	6	0	1	0	0	0	 	0	0	0	0	1682	1	22	0	0	0	0	0	0	0	 	0	0	30	1	0	0	0	0	0	0	0	0	52	0	4	1699	0	1550	0	215	0	1765	0	2396	0	11623	0	3913	0	15536	0	11527	0	3932	0	15459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	343	0	145	0	198	0	62	0	36	0	26	0	405	0
10956403	111028028061000000000	111028028	CHEROKEE COUNTY	CHEROKEE COUNTY SHERIFFS OFFICE	2016	CANTON	11	30115	13	13057	1	1.05357143	1	8	1	576	0	576	0	0	1	576	1	1	0	10	1	13	0	474	0	102	0	0	1	0	0	576	0	0	0	30	1	546	1	576	0	258	1	318	1	 	0	0	576	0	430	1	80	1	65	1	0	0	0	0	0	0	0	1	 	0	0	1	0	576	0	0	1	0	0	13	0	0	0	 	0	0	12	0	0	0	0	0	0	0	0	0	25	0	1	610	0	505	0	129	0	634	0	512	0	6000	0	718	0	6718	0	6000	1	703	1	6703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	24	0	20	0	4	0	29	1	19	1	10	1	53	0
10958816	111031031060100000000	111031031	CLAYTON COUNTY	CLAYTON COUNTY CORRECTIONAL INSTITUTION	2016	LOVEJOY	11	30250	13	13063	1	1.0546875	1	7	1	225	0	240	0	0	0	240	0	0	0	-9	-9	0	1	240	0	0	0	0	0	0	0	240	0	0	0	240	0	0	0	240	0	240	0	0	0	 	0	0	240	0	141	0	92	0	6	0	0	0	1	0	0	0	0	0	 	0	0	0	0	240	0	0	0	0	0	0	0	0	0	 	0	0	240	0	0	0	0	0	0	0	0	0	240	0	30	240	0	225	0	0	0	225	0	242	0	327	0	0	0	327	0	308	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	57	0	50	0	7	0	3	0	0	0	3	0	60	0
10950472	111031031061000000000	111031031	CLAYTON COUNTY	CLAYTON COUNTY SHERIFF'S OFFICE	2016	JONESBORO	11	30236	13	13063	1	1.0546875	1	7	1	1645	0	1583	0	0	0	1583	0	1	0	12	0	102	0	1295	0	252	0	29	0	7	0	1583	0	36	0	838	3	745	3	1583	0	1088	2	495	2	 	0	0	1583	2	215	0	1277	0	73	0	0	0	18	0	0	0	0	0	 	0	0	0	0	1583	0	5	0	0	0	0	0	0	0	 	0	0	23	0	2	0	0	0	229	0	0	0	259	0	5	1607	0	1326	0	276	0	1602	0	1920	0	16534	0	6455	0	22989	0	16980	0	6630	0	23610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	160	0	88	0	72	0	14	0	1	0	13	0	174	0
10950475	111033033061000000000	111033033	COBB COUNTY	COBB COUNTY SHERIFFS OFFICE	2016	MARIETTA	11	30090	13	13067	1	1.0546875	1	7	1	1890	0	1791	0	0	0	1791	0	1	0	0	0	116	0	1480	0	278	0	26	0	7	0	1791	0	33	0	400	0	1391	0	1791	0	1546	0	129	0	Detainers and Miscellaneous	116	0	1791	0	673	0	994	0	119	0	1	0	4	0	0	0	0	0	 	0	0	0	0	1791	0	0	0	0	0	0	0	0	0	 	0	0	133	0	0	0	0	0	3	0	0	0	136	0	2	1886	0	1570	0	305	0	1875	0	3461	0	18029	0	6660	0	24689	0	18044	0	6636	0	24680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	265	0	195	0	70	0	162	0	51	0	111	0	427	0
10956405	111034034061000000000	111034034	COFFEE COUNTY	COFFEE COUNTY SHERIFFS OFFICE	2016	DOUGLAS	11	31535	13	13069	8	5.15508193	4.90361452	18	1	250	1	240	1	0	0	240	0	1	0	2	1	3	1	202	1	38	0	0	0	0	0	240	1	0	0	35	1	205	1	240	1	150	1	90	1	 	0	0	240	1	80	0	145	0	15	1	0	0	0	0	0	0	0	0	 	0	0	0	0	240	1	0	0	0	0	0	0	0	0	 	0	0	10	0	0	0	0	0	0	0	0	0	10	0	1	243	1	204	0	36	0	240	0	448	0	2616	1	660	1	3276	1	2600	1	650	1	3250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	57	1	45	1	12	1	0	0	0	0	0	0	57	0
10956410	111038038060100000000	111038038	COWETA COUNTY	COWETA COUNTY PRISON	2016	NEWNAN	11	30263	13	13077	1	1.05357143	1	8	1	226	1	250	1	0	0	250	1	0	0	-9	-9	0	0	250	1	0	0	0	0	0	0	250	1	0	0	250	1	0	0	250	1	250	0	0	0	 	0	0	250	1	150	0	90	0	9	0	0	0	1	0	0	0	0	0	 	0	0	0	0	250	1	0	0	0	0	0	0	0	0	 	0	0	250	1	0	0	0	0	0	0	0	0	250	0	22	250	1	250	1	0	0	250	1	280	0	125	1	0	0	125	0	65	1	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	55	0	50	0	5	0	5	0	0	0	5	0	60	0
10956411	111038038061000000000	111038038	COWETA COUNTY	COWETA COUNTY SHERIFF'S OFFICE	2016	NEWNAN	11	30263	13	13077	1	1.05357143	1	8	1	336	0	303	0	0	0	303	0	1	0	3	1	9	1	249	1	49	1	5	1	0	1	303	0	5	1	209	1	94	1	303	0	249	1	54	1	 	0	0	303	0	135	1	159	1	9	1	0	1	0	1	0	1	0	1	 	0	1	0	1	303	0	0	1	0	1	0	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	0	1	6	349	0	241	1	62	1	303	1	408	0	4384	1	1589	1	5973	1	4332	1	1588	1	5920	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	0	61	1	46	1	15	1	14	1	5	1	9	1	75	1
10956414	111041041061000000000	111041041	DADE COUNTY	DADE COUNTY SHERIFF'S OFFICE	2016	TRENTON	11	30752	13	13083	9	9.29508197	9	19	1	55	0	55	0	0	0	55	0	1	0	0	0	1	0	37	0	17	0	1	0	0	0	55	0	1	0	1	0	54	0	55	0	40	0	12	0	child support  civil	3	0	55	0	52	0	2	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	55	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	55	0	63	0	12	0	75	0	110	0	762	0	288	0	1050	0	753	0	285	0	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	6	0	6	0	2	0	2	0	0	0	14	0
10956415	111042042061000000000	111042042	DAWSON COUNTY	DAWSON COUNTY SHERIFFS OFFICE	2016	DAWSONVILLE	11	30534	13	13085	3	5.22222201	4.69999981	14	1	155	0	120	0	1	0	121	0	1	0	0	0	4	0	94	0	26	0	0	0	0	0	120	0	0	0	64	0	56	0	120	0	73	0	45	0	Child Support  Here for Court	2	0	120	0	106	0	4	0	5	0	0	0	0	0	0	0	0	0	 	0	0	5	0	120	0	0	0	0	0	0	0	0	0	 	0	0	6	0	0	0	0	0	0	0	0	0	6	0	2	128	0	109	0	33	0	142	0	192	0	1038	1	465	1	1503	0	1068	1	476	1	1544	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	1	0	25	0	20	0	5	0	5	0	1	0	4	0	30	0
10956417	111043043062000000000	111043043	DECATUR COUNTY	DECATUR COUNTY SHERIFFS OFFICE	2016	BAINBRIDGE	11	39817	13	13087	7	1.30404508	1.27884614	17	1	83	0	99	0	0	0	99	0	1	0	0	0	1	0	83	0	16	0	0	0	0	0	99	0	0	0	7	0	92	0	99	0	93	0	6	0	 	0	0	99	0	30	0	65	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	99	0	0	0	0	0	0	0	0	0	 	0	0	5	0	0	0	0	0	0	0	0	0	5	0	30	101	0	85	0	12	0	97	0	99	0	1171	0	317	0	1488	0	1167	1	123	1	1290	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	68	0	57	0	11	0	10	0	3	0	7	0	78	0
10956416	111043043061000000000	111043043	DECATUR COUNTY	DECATUR COUNTY PRISON	2016	BAINBRIDGE	11	39817	13	13087	7	1.30404508	1.27884614	17	1	143	1	174	0	0	0	174	0	0	0	-9	-9	5	1	174	0	0	0	0	0	0	0	174	0	0	0	174	0	0	0	174	0	172	0	2	0	 	0	0	174	0	57	1	115	1	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	174	0	0	0	0	0	0	0	0	0	 	0	0	174	0	0	0	0	0	0	0	0	0	174	0	2	176	0	160	1	0	0	160	1	382	0	192	1	0	0	192	1	164	1	0	0	164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	39	0	33	0	6	0	4	0	1	0	3	0	43	0
10950489	111044044061000000000	111044044	DEKALB COUNTY	DEKALB COUNTY SHERIFFS OFFICE	2016	DECATUR	11	30032	13	13089	1	1.0546875	1	7	1	1941	0	1838	0	0	0	1838	0	1	0	4	0	-9	-9	1665	0	173	0	0	0	0	0	1838	0	0	0	432	3	1406	3	1838	0	1508	3	107	3	 	223	3	1838	0	436	3	974	3	423	3	0	3	1	3	0	3	0	3	 	4	3	0	3	1838	0	0	3	0	3	0	3	0	3	 	0	3	1596	3	0	3	0	3	186	3	56	3	1838	3	2	1928	0	1762	0	174	0	1936	0	3636	0	26199	0	2591	0	28790	0	26586	0	2312	0	28898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	383	0	229	1	154	1	287	0	127	0	160	0	670	0
10956418	111045045061000000000	111045045	DODGE COUNTY	DODGE COUNTY SHERIFFS OFFICE	2016	EASTMAN	11	31023	13	13091	9	9.29508197	9	19	1	140	0	80	0	0	0	80	0	1	0	0	1	1	1	67	1	12	1	1	1	0	0	80	0	1	1	5	1	75	1	80	0	54	1	25	1	County  Child Support	1	1	80	0	38	1	40	1	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	80	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	10	1	0	0	10	0	8	90	0	92	1	20	1	112	1	155	1	940	0	348	0	1288	0	898	1	300	1	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	31	0	22	0	9	0	0	0	0	0	0	0	31	0
10956420	111047047061000000000	111047047	DOUGHERTY COUNTY	Dougherty County Sheriff's Office	2016	ALBANY	11	31705	13	13095	1	1.05357143	1	8	1	723	0	648	0	34	1	682	1	1	0	2	1	0	1	529	1	93	1	24	1	2	1	648	0	26	1	104	1	544	1	648	0	446	1	202	1	 	0	1	648	0	135	1	513	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	648	0	0	1	0	1	0	1	0	1	 	0	1	10	1	0	1	0	1	2	1	0	1	12	1	1	685	0	589	1	89	1	678	1	1260	1	5578	1	2055	1	7633	1	5025	1	1960	1	6985	1	0	1	0	1	0	1	0	1	34	1	0	1	0	1	 	0	1	34	1	144	1	81	1	63	1	32	1	6	1	26	1	176	1
10956421	111048048061000000000	111048048	DOUGLAS COUNTY	DOUGLAS COUNTY SHERIFF'S OFFICE	2016	DOUGLASVILLE	11	30134	13	13097	1	1.05357143	1	8	1	769	1	665	1	0	1	665	1	0	0	-9	-9	0	1	523	1	96	1	37	1	9	1	665	1	5	1	254	1	411	1	665	1	521	1	144	1	 	0	1	665	1	307	1	358	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	665	1	0	1	0	1	0	1	0	1	 	0	1	136	1	0	1	0	1	0	1	0	1	136	1	12	694	1	613	1	131	1	744	1	1693	1	7630	1	2383	1	10013	1	7647	1	2833	1	10480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	106	1	64	1	42	1	255	1	177	1	78	1	361	1
10956423	111051051060100000000	111051051	EFFINGHAM COUNTY	EFFINGHAM COUNTY PRISON	2016	SPRINGFIELD	11	31329	13	13103	7	1.30404508	1.27884614	17	1	183	0	193	0	0	0	193	0	0	0	-9	-9	0	0	193	0	0	0	0	0	0	0	193	0	0	0	193	0	0	0	193	0	193	0	0	0	 	0	0	193	0	76	1	115	1	2	1	0	0	0	0	0	0	0	0	 	0	0	0	0	193	0	0	0	0	0	0	0	0	0	 	0	0	193	0	0	0	0	0	0	0	0	0	193	0	23	194	0	186	1	0	0	186	1	192	0	298	1	0	0	298	1	66	1	0	0	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	26	0	17	0	9	0	5	0	3	0	2	0	31	0
10956424	111051051061000000000	111051051	EFFINGHAM COUNTY	EFFINGHAM COUNTY SHERIFFS OFFICE	2016	SPRINGFIELD	11	31329	13	13103	7	1.30404508	1.27884614	17	1	171	0	153	0	5	0	158	0	1	0	16	1	0	0	127	0	24	0	2	0	0	0	153	0	2	0	64	0	89	0	153	0	16	0	25	0	child support ect.	112	0	153	0	120	0	30	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	153	0	0	0	0	0	0	0	0	0	 	0	0	16	0	0	0	0	0	0	0	0	0	16	0	31	153	0	127	0	26	0	153	0	230	0	1076	0	1076	0	2152	0	1078	1	1077	1	2155	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	5	0	40	0	23	0	17	0	4	0	2	0	2	0	44	0
10956430	111057057060100000000	111057057	FLOYD COUNTY	FLOYD COUNTY PRISON	2016	ROME	11	30161	13	13115	1	1.0546875	1	7	1	469	1	421	0	0	1	421	1	0	0	-9	-9	5	1	421	1	0	0	0	0	0	0	421	0	0	0	421	1	0	0	421	0	421	1	0	0	 	0	0	421	0	193	0	211	0	14	0	0	0	1	0	0	0	0	0	 	0	0	2	0	421	0	1	0	0	0	5	0	0	0	 	0	0	35	1	15	1	0	0	0	0	0	0	56	0	29	425	0	468	1	0	0	468	1	498	0	666	1	0	0	666	1	351	0	0	0	351	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 	0	0	0	1	68	0	62	0	6	0	17	0	4	1	13	0	85	0
10956431	111057057061000000000	111057057	FLOYD COUNTY	FLOYD COUNTY SHERIFFS OFFICE	2016	ROME	11	30161	13	13115	1	1.0546875	1	7	1	574	4	584	4	0	4	584	4	-9	-9	-9	-9	-9	-9	458	4	126	4	0	4	0	4	584	4	-9	-9	584	4	0	4	584	4	584	4	0	4	 	0	4	584	4	210	4	374	4	0	4	0	4	0	4	0	4	0	4	 	0	4	0	4	584	4	0	4	0	4	0	4	0	4	 	0	4	584	4	0	4	0	4	0	4	0	4	584	4	-9	-9	-9	461	4	124	4	585	4	609	4	5144	4	1925	4	7069	4	5231	4	1935	4	7166	4	0	4	0	4	0	4	0	4	0	4	0	4	0	4	 	0	4	0	4	47	4	44	4	3	4	18	4	8	4	10	4	65	4
10958897	111057057062000000000	111057057	FLOYD COUNTY	FLOYD COUNTY WORK RELEASE CENTER	2016	ROME	11	30161	13	13115	1	1.0546875	1	7	1	49	0	43	0	0	0	43	0	0	0	-9	-9	0	0	43	0	0	0	0	0	0	0	43	0	0	0	43	0	0	0	43	0	43	0	0	0	 	0	0	43	0	32	0	10	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	43	0	0	0	0	0	0	0	0	0	 	0	0	43	0	0	0	0	0	0	0	0	0	43	0	7	49	0	52	0	0	0	52	0	50	0	183	0	0	0	183	0	176	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	11	0	9	0	2	0	4	0	1	0	3	0	15	0
10956433	111059059061000000000	111059059	JEFFERSON COUNTY	FRANKLIN COUNTY SHERIFFS OFFICE	2016	CARNESVILLE	11	30521	01	01073	9	9.29508197	9	19	1	87	0	103	0	0	0	103	0	1	0	3	1	3	1	88	1	15	1	0	0	0	0	103	0	0	0	20	1	83	1	103	0	73	1	30	1	 	0	0	103	0	60	1	33	1	10	1	0	0	0	0	0	0	0	0	 	0	0	0	0	103	0	2	1	0	0	2	1	0	0	 	0	0	21	1	0	0	0	0	0	0	2	1	27	1	31	103	0	78	1	15	1	93	1	72	0	1575	1	507	1	2082	0	1400	1	500	1	1900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	26	1	13	1	13	1	2	0	1	0	1	0	28	1
10950506	111060060060000006600	111060060	DeKalb County, Fulton County	FULTON COUNTY SHERIFF'S OFFICE	2016	ATLANTA	11	30303	13	13121	1	1.0546875	1	7	1	2506	0	2392	0	0	0	2392	0	1	0	5	0	0	0	2137	0	199	0	56	0	0	0	2392	0	56	0	607	0	1785	0	2392	0	2129	0	263	0	 	0	0	2392	0	274	0	2100	0	5	0	0	0	9	0	0	0	0	0	other	4	0	0	0	2392	0	2	0	0	0	0	0	0	0	 	0	0	21	0	13	0	0	0	410	0	22	0	468	0	1	2397	0	2222	0	170	1	2392	2	3112	0	42097	3	12176	3	54273	3	42044	3	12158	3	54202	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	305	0	168	0	137	0	75	0	15	0	60	0	380	0
10956435	111063063061000000000	111063063	GLYNN COUNTY	GLYNN COUNTY SHERIFFS OFFICE	2016	BRUNSWICK	11	31520	13	13127	2	2.71428561	2.71428561	13	1	379	1	363	1	0	0	363	1	1	0	4	1	3	1	295	1	68	1	0	0	0	0	363	1	0	0	73	1	290	1	363	1	225	1	133	1	ICE	5	1	363	1	180	1	163	1	15	1	0	1	1	1	0	1	4	1	 	0	1	0	1	363	1	18	1	0	1	1	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	19	1	31	363	1	318	1	66	1	384	1	610	0	3529	1	1439	1	4968	1	3588	1	1448	1	5036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	96	1	54	1	42	1	14	1	12	1	2	1	110	0
10956436	111064064061000000000	111064064	GORDON COUNTY	GORDON COUNTY SHERIFFS OFFICE	2016	CALHOUN	11	30701	13	13129	7	1.30404508	1.27884614	17	1	294	0	264	0	0	0	264	0	1	0	3	1	4	0	223	0	41	0	0	0	0	0	264	0	0	0	136	0	128	0	264	0	210	0	50	0	housed for other agencies	4	0	264	0	200	0	41	0	23	0	0	0	0	0	0	0	0	0	 	0	0	0	0	264	0	0	0	0	0	4	0	0	0	 	0	0	24	0	0	0	0	0	0	0	2	0	30	0	30	273	0	214	0	54	0	268	0	376	0	2523	0	948	0	3471	0	2502	0	959	0	3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	41	0	32	0	9	0	3	0	3	0	0	0	44	0
